"Número Licitação";"Número Processo";"Objeto";"Modalidade Compra";"Situação Licitação";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Município";"Data PublicaçãoDOU";"Data Abertura";"Valor Licitação"
"000012019";"08122.000001/2013";"Objeto: Fornecimento de água potável e tratamento de coleta de esgoto conforme despacho SEI 1066681.";"Dispensa de Licitação";"Encerrado";"81000";"Ministério da Mulher, Família e Direitos Huma";"30202";"Fundação Nacional do Índio";"194046";"COORDENAÇÃO REG. LITORAL SUDESTE/SP";"ITANHAEM";"01/01/1900";"";"6600,00"
"000022019";"23524026249201879";"Objeto: Aquisição emergencial de CATETER JELCO para atendimento do Hospital Universitário da Universidade Federal do Piauí.";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155008";"EBSERH HUPI";"TERESINA";"01/01/1900";"";"9075,00"
"000092019";"PA-PRO-2018/05764";"Objeto: Pregão Eletrônico -  Contratação de empresa especializada para instalação de plataformas de percurso vertical para o Juizado Especial do Jurunas, localizado na Avenida Roberto Camelier, Nº 570, bairro dos Jurunas   Belém/PA, fórum de Marituba, localizado na Rua Cláudio Barbosa da Silva, 536, bairro Centro   Marituba/PA, TJPA/SA/CPL, Av. Almirante Barroso, nº. 3089, sala T-125, bairro do Souza. CEP: 66.613-710. fórum de Parauapebas, localizado na Rua C, Quadra Especial, bairro Cidade Nova    Parauapebas/P";"Pregão";"Evento de Suspensão Divulgado";"99900";"República Federativa do Brasil";"93420";"Estado do Pará";"925942";"TRIBUNAL DE JUSTIÇA DO ESTADO DO PARÁ";"Inválido";"01/01/1900";"";"0,00"
"001842019";"23318000184/2019";"Objeto: Licenciamento anual veiculos placas LRD-8361 e LLL-4564  pertencentes ao campus Campos Centro do IF Fluminense.";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26434";"Instituto Federal de Educação, Ciência e Tecn";"158274";"INST.FED. FLUMINENSE/CAMPUS CAMPOS-CENTRO";"CAMPOS DOS GOYTACAZES";"01/01/1900";"";"32,30"
"000372018";"19321/2018";"Objeto: Pregão Eletrônico -  Serviços de fornecimento de passagens aéreas, terrestres e marítimas, nacionais e internacionais.";"Pregão";"Publicado";"39000";"Ministério dos Transportes, Portos e Aviação ";"39000";"Ministério dos Transportes, Portos e Aviação ";"399008";"COMPANHIA DOCAS DO RIO DE JANEIRO";"RIO DE JANEIRO";"23/01/2019";"05/02/2019";"637135,89"
"000132019";"08753000016201930";"Objeto: Atender despesas com o pagamento de faturas dos serviços de consumo de energia elétrica desta Coordenação Regional Interior Sul, conforme Memorando nº 21/2019/Sead - CR-INTS/DIT - CR-INTS/CR-INTS-FUNAI de 15 de janeiro de 2019.";"Dispensa de Licitação";"Publicado";"81000";"Ministério da Mulher, Família e Direitos Huma";"30202";"Fundação Nacional do Índio";"194061";"COORDENAÇÃO REGIONAL INTERIOR SUL/SC";"CHAPECO";"31/01/2019";"";"6494,00"
"000052019";"23255000558201917";"Objeto: Contratação de empresa para fornecimento de placas de inauguração, com vistas à utilização imediata por ocasião do lançamento da pedra fundamental do Campus Avançado de Mombaça, e, posteriormente, para diversas solenidades previstas para o ano de 2019, conforme solicitação do Departamento de Comunicação Social, através do processo sei 23255.000558/2019-17.";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26405";"Instituto Federal de Educação, Ciência e Tecn";"158133";"INST.FED.DE EDUC.,CIENC.E TEC.DO CEARA";"FORTALEZA";"01/01/1900";"";"6300,00"
"000032019";"64554000690201931";"Objeto: Aquisição material de construção";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160420";"19 GRUPO DE ARTILHARIA DE CAMPANHA";"SANTIAGO";"01/01/1900";"";"869,00"
"000012019";"01";"Objeto: Material para pintura do SVPM";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"764200";"SERVICO DE VETERANOS E PENS. DA MARINHA";"RIO DE JANEIRO";"01/01/1900";"";"9974,50"
"000082019";"8";"Objeto: Pregão Eletrônico -  Registro de preços para lacres antifurto e segurança.";"Pregão - Registro de Preço";"Evento de Alteração Divulgado";"99900";"República Federativa do Brasil";"95420";"Estado de São Paulo";"926641";"SERVIÇO AUTONOMO DE ÁGUA E ESGOTO DE JACAREI";"Inválido";"01/01/1900";"31/01/2019";"0,00"
"000072019";"23038018024201821";"Objeto: Aquisição de 01 (um) Teclado sem fio compatível com iMac (21.5 , 2013).";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26291";"Fundação Coordenação de Aperfeiçoamento de Pe";"154003";"FUND.COORD.DE APERF.DE PESSOAL NIVEL SUPERIOR";"BRASILIA";"01/01/1900";"02/01/2019";"99,76"
"000182019";"23062000669201991";"Objeto: Equipamentos EPI.";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26257";"Centro Federal de Educação Tecnológica de Min";"153015";"CENTRO FEDERAL DE EDUCACAO TECNOLOGICA DE MG";"BELO HORIZONTE";"01/01/1900";"";"732,50"
"000012019";"33374075041201806";"Objeto: Aquisição de Insumos para o ambulatório de Alergia Pediátrica/HFB";"Dispensa de Licitação";"Encerrado";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo di";"250042";"HOSPITAL FEDERAL DE BONSUCESSO";"RIO DE JANEIRO";"01/01/1900";"";"12571,00"
"000012019";"08320013436201895";"Informação protegida por sigilo nos termos da legislação vigente";"Inexigibilidade de Licitação";"Publicado";"30000";"Ministério da Justiça e Segurança Pública";"30108";"Departamento de Polícia Federal";"200374";"SUPERINTENDÊNCIA REGIONAL NO ESTADO DO MT";"CUIABA";"01/02/2019";"";"267724,85"
"000812019";"00081/2019";"Objeto: Aquisição de 40 lampadas  led compactas de 9w e 04 lampadas de led tubulares 9w60cm";"Dispensa de Licitação";"Encerrado";"25000";"Ministério da Economia";"25207";"Serviço Federal de Processamento de Dados";"803030";"SERPRO - REGIONAL FORTALEZA";"FORTALEZA";"01/01/1900";"";"426,96"
"000022019";"04/2019";"Objeto: Aquisição de fusível limitador";"Dispensa de Licitação";"Encerrado";"22000";"Ministério da Agricultura, Pecuária e Abastec";"22202";"Empresa Brasileira de Pesquisa Agropecuária";"135026";"EMBRAPA/CNPDIA";"SAO CARLOS";"01/01/1900";"";"360,00"
"111922018";"2000-8233/2017";"Objeto: Pregão Eletrônico -  Aquisição de descongelador de plasma e crioprecipitado";"Pregão";"Divulgado";"99900";"República Federativa do Brasil";"94720";"Estado das Alagoas";"925998";"AGENCIA DE MODERNIZACAO DA GEST. DE PROCESSOS";"Inválido";"01/01/1900";"31/01/2019";"0,00"
"000072019";"67439009411201748";"Objeto: Oferecer aos beneficiários do SISAU os serviços profissionais nas especialidades Fonoaudiologia, Fisioterapia e Psicologia";"Inexigibilidade de Licitação";"Publicado";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120195";"CENTRO DE AQUISIÇÕES ESPECÍFICAS";"RIO DE JANEIRO";"17/01/2019";"";"2250000,00"
"000012019";"183212018";"Objeto: Pregão Eletrônico -  Contratação de empresa especializada na prestação de serviços fornecimento e distribuição de assinaturas anuais conforme especificações, detalhamentos e quantitativos fixados no Anexo I - Termo de Referência, parte integrante deste Edital.";"Pregão";"Publicado";"99900";"República Federativa do Brasil";"94120";"Estado do Maranhão";"925129";"PROCURADORIA GERAL DE JUSTIÇA DO MARANHÃO";"Inválido";"11/01/2019";"24/01/2019";"3664,99"
"000092019";"23080026753201835";"Objeto: Pregão Eletrônico -  Registro de Preços para a eventual aquisição de aparelhos de ar condicionado com instalação inclusa e interligação evaporadora-condensadora adicional para atender aos Centros de Ciências Agrárias (CCA), Ciências Biológicas (CCB), Ciências Físicas e Matemáticas (CFM), de Desportos (CDS), Sócio-Econômico (CSE), Ciências da Saúde (CCS) e Campus Blumenau (BNU) da Universidade Federal de Santa Catarina (UFSC).";"Pregão - Registro de Preço";"Evento de Retificação Publicad";"26000";"Ministério da Educação";"26246";"Universidade Federal de Santa Catarina";"153163";"UNIVERSIDADE FEDERAL DE SANTA CATARINA";"FLORIANOPOLIS";"21/01/2019";"";"0,00"
"000012019";"2300514439201811";"Objeto: Pagamento de taxa de inscrição no evento: 1º Congresso Regional e II Simpósio de Avaliação Psicológica em Alagoas.";"Inexigibilidade de Licitação";"Encerrado";"26000";"Ministério da Educação";"26350";"Fundação Universidade Federal da Grande Doura";"154502";"FUNDACAO UNIVERSIDADE FED. DA GRANDE DOURADOS";"DOURADOS";"01/01/1900";"";"820,00"
"000072019";"23538015962201838";"Objeto: Pregão Eletrônico -  Aquisição parcelada de de gases medicinais e industriais em cilindros, com os cilindros disponibilizados pela contratada em regime de comodato, no âmbito do Hospital Universitário Maria Aparecida Pedrossian/HUMAP-UFMS";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155124";"EBSERH HUMAP-UFMS";"CAMPO GRANDE";"30/01/2019";"11/02/2019";"0,00"
"000032019";"23005000228201973";"Objeto: Pagamento de inscrição no curso de capacitação  Formação de Editor de Livros , para a servidora Wanessa Gonçalves Silva da EDITORA/UFGD, com carga horaria de 64 horas a ser realizado na modalidade a Distância entre os dias 30 de janeiro a 30 de maio de 2019.";"Inexigibilidade de Licitação";"Encerrado";"26000";"Ministério da Educação";"26350";"Fundação Universidade Federal da Grande Doura";"154502";"FUNDACAO UNIVERSIDADE FED. DA GRANDE DOURADOS";"DOURADOS";"01/01/1900";"";"1340,00"
"000042019";"60585002703201816";"Objeto: Capa para chuva";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52000";"Ministério da Defesa - Unidades com vínculo d";"110404";"DEPARTAMENTO DE ADMINISTRACAO INTERNA-MD";"BRASILIA";"01/01/1900";"";"660,00"
"000052019";"00676002171201868";"Objeto: Pregão Eletrônico -  Escolha da proposta mais vantajosa para a aquisição, sob demanda, de água mineral natural ou potável de mesa acondicionada em garrafões de 20l, classificada segundo o código de águas minerais como potável, mineralizada, não gaseificada, com lacre de segurança devidamente acondicionado em plástico protetor, nas dependências e instalações da  AGU Brasília-DF, conforme condições, quantidades e exigências estabelecidas no Edital e seus anexos.";"Pregão";"Evento de Resultado de Julgame";"63000";"Advocacia-Geral da União";"63000";"Advocacia-Geral da União - Unidades com víncu";"110161";"SUPERINTENDENCIA DE ADM. NO DISTRITO FEDERAL";"BRASILIA";"10/01/2019";"23/01/2019";"106995,00"
"000682018";"23541000576201892";"Objeto: Pregão Eletrônico -  AqUISIÇÃO DE LUVAS , PARA O HOSPITAL UNIVERSITÁRIO DA UNIVERSIDADE FEDERAL DE SANTA MARIA (EBSERH-HUSM)";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155125";"EBSERH HUSM-UFSM";"SANTA MARIA";"23/01/2019";"05/02/2019";"340465,75"
"000022019";"23390000043201962";"Objeto: Contratação de serviço de manutenção em aparelhos de microondas";"Dispensa de Licitação";"Publicado";"26000";"Ministério da Educação";"26410";"Instituto Federal de Educação, Ciência e Tecn";"158439";"INST.FED.DO NORTE DE MG/CAMPUS ALMENARA";"ALMENARA";"31/01/2019";"";"764,00"
"000022019";"08655002074201914";"Objeto: Aquisição de medicamentos, suplementos alimentares e suprimentos médicos para uso veterinário a fim de aparelhar o Grupo de Operações com Cães (GOC-BA) da Superintendência de Polícia Rodoviária Federal na Bahia (SRPRF-BA), conforme condições, quantidades e exigências estabelecidas no Projeto Básico (SEI nº 16677779).";"Dispensa de Licitação";"Encerrado";"30000";"Ministério da Justiça e Segurança Pública";"30802";"Departamento de Polícia Rodoviária Federal";"200114";"SUPERINTENDENCIA REG. POL. RODV. FEDERAL-BA";"SALVADOR";"01/01/1900";"28/01/2019";"9539,34"
"000022019";"23064001201201901";"Objeto: MELHORIAS na DRENAGEM SUPERFICIAL DE ÁGUAS PLUVIAIS NOS BLOCOS A E B";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26258";"Universidade Tecnológica Federal do Paraná";"153176";"UTFPR - CAMPUS CORNELIO PROCOPIO";"CORNELIO PROCOPIO";"01/01/1900";"";"2193,00"
"000462018";"462018";"Objeto: Pregão Eletrônico -  Aquisição de Material de Emprego Operacional para o 1º Batalhão de Forças Especiais.";"Pregão - Registro de Preço";"Evento de Revogação Publicado";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160098";"BASE ADMINISTRATIVA DO CMDO DE OP ESPECIAIS";"GOIANIA";"08/01/2019";"24/01/2019";"0,00"
"000752018";"23122024502201882";"Objeto: Pregão Eletrônico -  Registro de preço de cartões rfid para os restaurantes da Universidade Federal de São João del-Rei.";"Pregão - Registro de Preço";"Publicado";"26000";"Ministério da Educação";"26285";"Fundação Universidade Federal de São João Del";"154069";"FUNDACAO UNIVERSIDADE FEDERAL DE S.J.DEL-REI";"SAO JOAO DEL REI";"08/01/2019";"21/01/2019";"16800,00"
"000022019";"62164000297201914";"Objeto: Aquisição de Itens de Informática.";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"740002";"COORD-GERAL PROG. DESENV. SUBMAR. NUCLEAR";"RIO DE JANEIRO";"01/01/1900";"23/01/2019";"67,90"
"250032019";"23102004712201710";"Objeto: Pagamento do Serviço Digital Object Identifier (DOI).";"Inexigibilidade de Licitação";"Encerrado";"26000";"Ministério da Educação";"26269";"Universidade Federal do Estado do Rio de Jane";"154034";"UNIRIO UNIVERSIDADE FEDERAL DO ESTADO RJ";"RIO DE JANEIRO";"01/01/1900";"";"567,18"
"000042019";"SOLEMP009/2019";"Informação protegida por sigilo nos termos da legislação vigente";"Dispensa de Licitação";"Encerrado";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"714000";"CENTRO DE INTELIGÊNCIA DA MARINHA";"BRASILIA";"01/01/1900";"";"1000,00"
"001912019";"23318000191/2019";"Objeto: Troca de placas veiculos Fiesta Placas LLG-1261 E LLG 1243 pertencentes ao campus Campos Centro do IF Fluminense.";"Dispensa de Licitação";"Encerrado";"26000";"Ministério da Educação";"26434";"Instituto Federal de Educação, Ciência e Tecn";"158274";"INST.FED. FLUMINENSE/CAMPUS CAMPOS-CENTRO";"CAMPOS DOS GOYTACAZES";"01/01/1900";"";"346,14"
"000022019";"23075068724201810";"Objeto: Serviços de armazenagem e capatazia de bens de origem estrangeira - Centro de Estudos do Mar.";"Inexigibilidade de Licitação";"Encerrado";"26000";"Ministério da Educação";"26241";"Universidade Federal do Paraná";"153079";"UNIVERSIDADE FEDERAL DO PARANA";"CURITIBA";"01/01/1900";"";"2000,00"
"000142019";"7002243-66.2018.8";"Objeto: Pregão Eletrônico -  REGISTRO DE PREÇOS para eventual aquisição de materiais de escritório e outros bens de consumo diversos para atender demandas do Poder Judiciário do Estado do ES.";"Pregão";"Divulgado";"99900";"República Federativa do Brasil";"95220";"Estado do Espírito Santo";"925968";"TRIBUNAL DE JUSTIÇA DO EST. ESPIRITO SANTO";"Inválido";"01/01/1900";"14/02/2019";"0,00"
"000942018";"447152";"Objeto: Pregão Eletrônico -  Aquisição de Soluções Antissépticas (DIGLICONATO DE CLOREXIDINA A 2% e ÁLCOOL A 70% ANTISSÉPTICO) para atender as necessidades da Fundação HEMOPA e HEMORREDE, pelo período de 12 (doze) Meses.";"Pregão";"Divulgado";"99900";"República Federativa do Brasil";"93420";"Estado do Pará";"925452";"FUND. CENTRO DE HEMOT. E HEMATOLGIA DO PARÁ";"Inválido";"01/01/1900";"11/02/2019";"0,00"
"156882018";"PE-02-8-15688";"Objeto: Pregão Eletrônico -  Contratação de serviços de roço manual, limpeza mecanizada, poda e corte seletivo de vegetação nas faixas de servidão das linhas de transmissão de 230 kV e 500 kV, de propriedade da Eletronorte, com fornecimento de equipamentos, máquinas, implementos e ferramentas.";"Pregão - Registro de Preço";"Publicado";"32000";"Ministério de Minas e Energia";"91081";"Empresas de Energia";"910809";"CENTRAIS ELETRICAS DO NORTE DO BRASIL S/A";"BRASILIA";"15/01/2019";"05/02/2019";"0,00"
"000072019";"000696/2019";"Objeto: Pregão Eletrônico -  Contratação dos serviços de contínuos.";"Pregão";"Publicado";"26000";"Ministério da Educação";"26282";"Universidade Federal de Viçosa";"154051";"UNIVERSIDADE FEDERAL DE VICOSA";"VICOSA";"24/01/2019";"05/02/2019";"785435,70"
"000022019";"25225000145201915";"Objeto: Aquisição de papel higiênico e papel toalha para a tender a SUEST/PE ******************************* INFORMO QUE SERÁ NECESSÁRIA AMOSTRAS PARA APROVAÇÃO DO MATERIAL/ PASSIVEL DE DESCLASIFICAÇÃO********************************";"Dispensa de Licitação";"Encerrado";"36000";"Ministério da Saúde";"36211";"Fundação Nacional de Saúde";"255017";"FUNDACAO NACIONAL DE SAUDE - PE";"RECIFE";"01/01/1900";"31/01/2019";"13238,00"
"000012019";"73102018/00000418";"Objeto: Pregão Eletrônico -  Contratação, através da modalidade Pregão Eletrônico, de empresa especializada na administração, gerenciamento, emissão, distribuição e fornecimento de cartão eletrônico com chip de segurança e respectivas recargas de créditos mensais, em quantidade e frequência variável de acordo com a conveniência da empresa, com a finalidade de servir vale refeição para uso dos colaboradores da São Paulo Parcerias S.A. ( SPP ).";"Pregão";"Evento de Anulação Divulgado";"99900";"República Federativa do Brasil";"95420";"Estado de São Paulo";"926151";"PMSP - SAO PAULO PARCERIAS S.A.";"Inválido";"01/01/1900";"";"0,00"
